10/09/2015	30.9	31.41	30.28	30.85	26,819,520
10/08/2015	29.57	31.5	29.03	30.32	36,380,460
10/07/2015	28.35	29.95	28.01	29.83	34,703,940
10/06/2015	28.16	28.4	26.75	27.62	31,274,260
10/05/2015	26.99	28.25	26.33	28.15	30,894,530
10/02/2015	24.5	26.48	24.34	26.31	23,430,160
10/01/2015	26.47	26.84	24.65	24.68	30,871,810
09/30/2015	25.94	27.33	25.88	26.94	25,378,400
09/29/2015	25.23	25.76	24.915	25.59	13,398,360
09/28/2015	24.96	25.61	24.6	25.26	17,416,440
09/25/2015	26.84	26.91	25.14	25.29	14,538,730
09/24/2015	26.51	26.64	25.3979	26.6	21,296,320
09/23/2015	26.97	27.28	26.575	26.79	10,816,770
09/22/2015	27.05	27.48	26.62	26.83	13,434,610
09/21/2015	27.98	28.09	27.1899	27.38	10,468,790
09/18/2015	27.04	28.25	26.99	27.96	17,477,820
09/17/2015	27.54	27.93	27.03	27.41	12,854,350
09/16/2015	27.14	28	27	27.75	13,279,680
09/15/2015	27.04	27.55	27	27.17	10,112,920
09/14/2015	27.21	27.55	26.795	26.9	11,520,280
09/11/2015	27.63	27.65	27.17	27.39	8,790,619
09/10/2015	27.07	27.83	26.95	27.71	11,224,350
09/09/2015	27.17	27.85	26.42	27.18	19,322,970
09/08/2015	28.15	28.2	27.01	27.18	19,165,520
09/04/2015	27.95	28.55	27.8	28.15	13,484,330
09/03/2015	28.03	29	27.81	28.3	21,294,920
09/02/2015	27.47	27.825	26.87	27.82	14,366,750
09/01/2015	27.23	28.1166	26.77	27.03	21,071,650
08/31/2015	27.64	28.49	27.35	27.79	30,678,310
08/28/2015	26.19	26.93	26.06	26.83	12,367,100
08/27/2015	25.44	26.8	25.24	26.46	22,418,410
08/26/2015	24.8	25.29	23.83	25.03	20,489,380
08/25/2015	26.29	26.33	24.38	24.38	19,823,350
08/24/2015	23.61	26.23	21.01	25.17	30,065,810
08/21/2015	25.65	26.735	25.51	25.87	23,615,910
08/20/2015	27.15	27.48	25.92	26	25,132,710
08/19/2015	28.06	28.09	27.16	27.61	19,931,790
08/18/2015	28.91	29	28.3	28.3	9,589,961
08/17/2015	29.19	29.34	28.93	29.06	9,525,137
08/14/2015	28.5	29.269	28.45	29.06	16,595,720
08/13/2015	29.6	29.6	28.44	28.54	14,886,350
08/12/2015	29.11	29.5	28.51	29.39	18,535,200
08/11/2015	29.01	29.89	28.53	29.62	27,789,660
08/10/2015	28.09	29.63	27.82	29.5	42,380,240
08/07/2015	27.8	27.9	26.87	27.04	18,338,270
08/06/2015	28.4	28.43	27.23	27.54	27,538,160
08/05/2015	29.41	29.5	28.43	28.48	21,172,160
08/04/2015	29.11	29.9	28.9	29.34	21,790,520
08/03/2015	30.85	31.09	28.69	29.27	46,558,750
07/31/2015	31.38	31.62	30.85	31.01	18,117,570
07/30/2015	31.1	31.83	31.05	31.47	29,370,680
07/29/2015	32.59	33.24	31.06	31.24	92,736,190
07/28/2015	34.7	36.67	34.14	36.54	51,802,170
07/27/2015	35.11	35.15	33.88	34.7	24,553,750
07/24/2015	36.41	36.41	35.3	35.42	12,963,590
07/23/2015	36		36.73	35.945	36.19	10,383,450
07/22/2015	36.23	36.373	35.51	36.09	11,731,110
07/21/2015	35.82	36.75	35.71	36.63	12,487,770
07/20/2015	35.75	35.99	35.205	35.81	9,874,484
07/17/2015	36.46	36.66	35.6	35.67	12,785,030
07/16/2015	35.89	36.45	35.75	36.1	11,309,120
07/15/2015	36.66	37.09	35.55	35.66	18,246,560
07/14/2015	35.78	38.82	35.77	36.72	50,021,220
07/13/2015	34.99	36.14	34.75	35.78	17,090,280
07/10/2015	34.68	35.12	34.46	34.91	10,624,340
07/09/2015	35.17	35.43	34.31	34.36	14,009,580
