10/09/2015	92.9	93.74	92.239	93.24	19,979,290
10/08/2015	91.89	93.22	90.47	92.47	27,237,050
10/07/2015	93.11	93.66	91.37	92.4	24,094,490
10/06/2015	94.08	94.17	92.34	92.8	22,459,730
10/05/2015	92.94	94.27	92.66	94.01	27,258,120
10/02/2015	88.9	92.2	88.37	92.07	37,672,130
10/01/2015	90.05	90.95	88.36	90.95	29,219,020
09/30/2015	88.44	90.02	88.01	89.9	36,113,040
09/29/2015	89.1	90.06	85.72	86.67	42,212,360
09/28/2015	92.08	92.29	88.18	89.21	41,060,880
09/25/2015	95.79	95.85	92.06	92.77	28,910,510
09/24/2015	93.06	94.765	92.24	94.41	29,037,890
09/23/2015	93.4	94.32	92.8	93.97	21,672,220
09/22/2015	93.77	94.68	91.92	92.96	36,834,600
09/21/2015	94.62	96.49	94.52	95.55	28,760,280
09/18/2015	93.2	95.19	93.05	94.4	62,232,280
09/17/2015	93.37	95.51	92.9	94.34	27,716,330
09/16/2015	92.9	93.6	92.63	93.45	16,265,640
09/15/2015	92.37	93.25	91.79	92.9	18,820,730
09/14/2015	92.31	92.62	91.6	92.31	20,108,630
09/11/2015	91.68	92.08	91.13	92.05	21,102,320
09/10/2015	90.07	92.06	89.63	91.98	26,392,490
09/09/2015	90.78	91.98	90.17	90.44	32,482,750
09/08/2015	89.69	90.24	88.83	89.53	26,935,820
09/04/2015	87.2	88.39	86.7	88.26	27,277,250
09/03/2015	89.76	89.82	87.73	88.15	26,954,140
09/02/2015	88.81	89.89	87.63	89.89	27,010,970
09/01/2015	86.85	89.39	86.5	87.23	35,958,020
08/31/2015	90.6	91.05	88.89	89.43	32,771,380
08/28/2015	89.88	91.48	89.792	91.01	33,174,580
08/27/2015	89.1	90.06	87.19	89.73	42,290,120
08/26/2015	85.95	87.46	83.26	87.19	44,994,100
08/25/2015	86.95	87.67	83	83	51,860,780
08/24/2015	77.03	87.14	72	82.09	83,487,210
08/21/2015	87.52	89.18	85.61	86.06	62,473,650
08/20/2015	93.54	94.77	90.46	90.56	44,415,420
08/19/2015	94.63	96.1	94.161	95.31	23,176,290
08/18/2015	94.08	95.85	94.04	95.17	22,222,720
08/17/2015	94.42	94.46	93.39	93.93	18,284,030
08/14/2015	93.54	94.72	93.21	94.42	15,904,340
08/13/2015	94.05	94.73	93.35	93.43	17,398,890
08/12/2015	92.7	94.44	91.19	94.19	27,075,100
08/11/2015	93.73	94.76	92.9006	93.62	22,244,980
08/10/2015	95.68	95.9	93.63	94.15	21,461,830
08/07/2015	95.38	95.4	93.61	94.3	23,141,300
08/06/2015	97.18	98.74	94.42	95.12	42,205,860
08/05/2015	95.25	97.09	95.18	96.44	29,718,020
08/04/2015	93.79	94.73	93.33	94.06	20,050,730
08/03/2015	93.53	95.08	92.8	94.14	29,262,980
07/31/2015	94.95	96.33	93.95	94.01	46,386,320
07/30/2015	94.91	95.81	91.8	95.21	86,021,630
07/29/2015	96.32	97.28	94.74	96.99	61,383,310
07/28/2015	94.84	95.56	93.31	95.29	34,826,750
07/27/2015	96.58	96.61	93.8301	94.17	38,428,000
07/24/2015	97.35	97.76	95.88	96.95	33,351,170
07/23/2015	96.96	97.45	94.81	95.44	29,281,230
07/22/2015	96.74	97.58	95.92	97.04	28,196,110
07/21/2015	98.95	99.24	97.1427	98.39	39,163,900
07/20/2015	95.85	98.6	95.36	97.91	54,786,320
07/17/2015	92.55	95.39	92.54	94.97	53,767,930
07/16/2015	90.28	90.86	89.77	90.85	21,417,840
07/15/2015	90		90.99	89.42	89.76	30,818,700
07/14/2015	90.46	90.8	89.65	89.68	26,568,630
07/13/2015	88.66	90.22	88.42	90.1	29,682,360
07/10/2015	87.35	88.22	86.77	87.95	23,191,120
07/09/2015	86.73	87.6	85.6499	85.88	23,237,200
